City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,az zuwaytinah,30.9522,20.1202,290.3,54,0,3.52,LY,1712899053
84,udachny,66.4167,112.4,257.29,72,83,4.8,RU,1712899056
85,oum hadjer,13.2954,19.6966,300.25,12,99,4.67,TD,1712899059
86,guerrero negro,27.9769,-114.0611,289.8,80,100,5.76,MX,1712899039
87,mahanoro,-19.9,48.8,298.79,90,97,3.29,MG,1712899064
88,quellon,-43.1167,-73.6167,281.57,81,0,2.79,CL,1712899067
89,fort bragg,35.139,-79.006,294.0,72,100,7.72,US,1712899070
90,srikakulam,18.3,83.9,307.8,34,68,2.7,IN,1712899072
91,novo cruzeiro,-17.4681,-41.8753,291.09,100,38,1.33,BR,1712899005
92,perry,37.2506,-83.1999,286.25,86,100,6.57,US,1712899078
93,la'ie,21.6477,-157.9253,297.13,89,100,4.92,US,1712899081
94,iqaluit,63.7506,-68.5145,266.87,79,100,5.81,CA,1712898851
95,san lorenzo de esmeraldas,1.2883,-78.8369,298.46,86,43,0.42,EC,1712899088
96,college,64.8569,-147.8028,277.14,50,100,1.54,US,1712899091
97,tolga,34.7222,5.3785,285.54,56,68,7.17,DZ,1712899094
98,buctzotz,21.2,-88.7833,293.42,76,81,1.14,MX,1712899097
99,cozumel,20.5083,-86.9458,297.56,81,81,5.06,MX,1712899100
100,vilhena,-12.7406,-60.1458,294.48,100,100,1.22,BR,1712899103
101,kerikeri,-35.2268,173.9474,294.77,75,0,3.04,NZ,1712899113
102,gul'kevichi,45.3538,40.6946,289.27,59,100,3.33,RU,1712899115
103,pisco,-13.7,-76.2167,295.18,83,0,2.57,PE,1712899117
104,lebu,-37.6167,-73.65,282.96,96,1,2.22,CL,1712898987
105,uturoa,-16.7333,-151.4333,301.91,80,70,9.38,PF,1712899124
106,bagudo,11.4033,4.2296,303.46,29,98,3.06,NG,1712899129
107,ghadamis,30.1337,9.5007,286.51,80,100,8.62,LY,1712899133
108,aasiaat,68.7098,-52.8699,265.12,96,99,3.03,GL,1712899135
109,west island,-12.1568,96.8225,303.14,70,75,5.14,CC,1712899138
110,akureyri,65.6835,-18.0878,273.11,93,100,4.12,IS,1712899141
111,vorgashor,67.5833,63.95,266.93,95,100,5.89,RU,1712899143
112,labuan,5.2767,115.2417,306.35,62,20,1.54,MY,1712899146
113,sansanne-mango,10.3592,0.4708,303.42,53,99,2.91,TG,1712899148
114,tagta,41.6504,59.9164,288.12,72,0,7.2,TM,1712899151
115,alta,69.9689,23.2717,274.74,84,100,6.26,NO,1712899153
116,grajewo,53.6473,22.4554,285.96,79,92,4.18,PL,1712899157
117,rio verde de mato grosso,-18.9181,-54.8442,297.0,95,100,1.18,BR,1712898929
118,brookings,44.3114,-96.7984,278.81,84,0,4.12,US,1712899162
119,acarau,-2.8856,-40.12,299.14,88,100,1.69,BR,1712899164
120,klichaw,53.4928,29.3352,283.06,69,100,4.3,BY,1712899167
121,talnakh,69.4865,88.3972,251.28,93,94,5.17,RU,1712899169
122,coahuayana de hidalgo,18.7,-103.6583,294.01,87,39,1.18,MX,1712899171
123,smithers,54.7804,-127.1743,275.33,87,40,0.0,CA,1712899173
124,geraldton,-28.7667,114.6,300.38,50,40,7.72,AU,1712899176
125,kili,5.6439,169.1211,300.54,84,100,7.67,MH,1712899180
126,isafjordur,66.0755,-23.124,268.3,92,100,11.07,IS,1712899182
127,hithadhoo,-0.6,73.0833,301.97,72,91,3.03,MV,1712899185
128,horta,38.5333,-28.6333,288.72,95,20,2.82,PT,1712899187
129,nangomba,-10.9,38.5,296.65,97,99,2.54,TZ,1712899189
130,remire-montjoly,4.9167,-52.2667,300.17,89,75,4.12,GF,1712899192
131,saudarkrokur,65.7461,-19.6394,272.83,96,100,5.6,IS,1712899194
132,keflavik,64.0049,-22.5624,276.1,93,75,6.17,IS,1712899196
133,zanzibar,-6.1639,39.1979,300.03,82,26,4.08,TZ,1712898976
134,ola,59.5833,151.2833,272.67,89,44,0.66,RU,1712899203
135,abaza,52.655,90.0928,274.63,64,100,6.45,RU,1712899205
136,carboneras,37.0015,-1.9213,287.21,68,0,4.19,ES,1712899208
137,ribeira grande,38.5167,-28.7,289.14,95,11,2.97,PT,1712899213
138,saldanha,-33.0117,17.9442,286.47,69,15,3.79,ZA,1712899215
139,guiyang,26.5833,106.7167,300.42,50,75,6.0,CN,1712899218
140,kemin,42.7846,75.6892,285.5,67,100,0.99,KG,1712899221
141,sao joao da barra,-21.6403,-41.0511,297.5,85,29,1.74,BR,1712899223
142,colonia,50.9333,6.95,287.07,82,100,2.57,DE,1712898931
143,tarhuna,32.435,13.6332,287.56,83,100,7.22,LY,1712899228
144,georgetown,5.4112,100.3354,308.12,57,20,4.63,MY,1712899208
145,port elizabeth,-33.918,25.5701,288.31,75,20,4.12,ZA,1712899233
146,ceeldheer,3.8488,47.1806,303.33,70,54,5.63,SO,1712899235
147,enshi,30.3,109.4833,298.44,57,13,1.03,CN,1712899238
148,ilulissat,69.2167,-51.1,266.16,93,100,0.0,GL,1712899240
149,abalak,58.1286,68.5944,273.35,73,100,5.2,RU,1712899242
150,daru,-9.0763,143.2092,300.32,84,100,5.4,PG,1712899245
151,impfondo,1.6381,18.0667,295.5,96,100,1.09,CG,1712899247
152,hibbing,47.4272,-92.9377,278.93,52,0,4.63,US,1712899141
153,la paz,-16.5,-68.15,282.36,89,75,2.57,BO,1712899205
154,tanah rata,4.475,101.3704,297.93,54,40,0.67,MY,1712899254
155,santyoku,37.4406,129.1708,291.8,59,35,3.23,KR,1712899257
156,nabire,-3.3667,135.4833,302.27,78,81,2.52,ID,1712899259
157,tolanaro,-25.0319,46.9987,294.19,100,75,6.17,MG,1712899262
158,anadyr,64.75,177.4833,265.43,78,0,7.0,RU,1712899265
159,bardai,11.65,7.2333,300.5,11,100,3.9,NG,1712899267
160,arkhangel'sk,64.5401,40.5433,276.0,79,75,7.0,RU,1712898970
161,kone,-21.0595,164.8658,296.32,86,100,1.09,NC,1712899271
162,kismayo,-0.3582,42.5454,303.26,70,59,3.5,SO,1712899274
163,mikuni,36.2171,136.1519,291.1,60,0,4.04,JP,1712899276
164,lobito,-12.3481,13.5456,298.57,88,100,2.55,AO,1712899278
165,christchurch,-43.5333,172.6333,285.12,94,100,5.14,NZ,1712899281
166,sibut,5.718,19.0739,298.36,62,85,1.42,CF,1712899283
167,utrik,11.2278,169.8474,299.87,75,100,8.2,MH,1712899285
168,khandud,36.9513,72.318,278.44,64,58,2.67,AF,1712899288
169,qamdo,31.1667,97.2333,279.31,28,8,3.23,CN,1712899290
170,chernyshevsk,52.5243,117.0174,286.89,26,12,3.45,RU,1712899293
171,petropavlovsk-kamchatsky,53.0452,158.6483,281.48,31,0,3.0,RU,1712899295
172,ingeniero jacobacci,-41.3427,-69.5448,277.16,86,72,2.99,AR,1712899297
173,umba,66.6871,34.3429,273.34,86,14,4.75,RU,1712899299
174,zhaobaoshan,29.9695,121.6875,292.16,92,99,3.46,CN,1712899302
175,bilibino,68.0546,166.4372,266.45,75,91,1.49,RU,1712899304
176,blora,-6.9698,111.4186,304.02,70,63,2.45,ID,1712899306
177,roma,43.2128,-75.4557,290.27,89,100,7.2,US,1712899265
178,fale old settlement,-9.3852,-171.2468,303.29,70,59,3.86,TK,1712899311
179,chimoio,-19.1164,33.4833,290.07,100,100,3.98,MZ,1712899316
180,margaret river,-33.95,115.0667,297.88,40,43,0.93,AU,1712899319
181,hermanus,-34.4187,19.2345,285.82,79,44,5.54,ZA,1712899321
182,calvinia,-31.4707,19.776,282.6,52,21,3.95,ZA,1712899323
183,traiguen,-38.25,-72.6833,280.94,71,0,1.36,CL,1712899325
184,hrubieszow,50.805,23.8925,282.75,73,19,2.47,PL,1712899328
185,duluth,46.7833,-92.1066,282.86,69,100,6.69,US,1712899207
186,coquimbo,-29.9533,-71.3436,288.14,82,26,1.13,CL,1712899179
187,pangoa,-12.1167,-73.0,294.28,99,100,1.1,PE,1712899338
188,palmer,42.1584,-72.3287,289.8,82,100,7.2,US,1712899340
189,bel ombre,-4.6167,55.4167,303.06,79,40,3.6,SC,1712899342
190,pagar alam,-4.0167,103.2667,295.91,97,100,0.89,ID,1712899345
191,isangel,-19.55,169.2667,299.63,87,52,3.59,VU,1712899347
192,haiku-pauwela,20.9219,-156.3051,297.06,81,0,3.13,US,1712899350
193,royan,45.6285,-1.0281,283.03,93,12,3.44,FR,1712899352
194,ain sefra,32.75,-0.5833,278.25,70,1,2.76,DZ,1712899355
195,suva,-18.1416,178.4415,301.86,70,40,3.09,FJ,1712899357
196,east london,-33.0153,27.9116,288.67,67,40,5.66,ZA,1712899359
197,dudinka,69.4058,86.1778,250.75,93,58,5.81,RU,1712899362
198,belmonte,-15.8631,-38.8828,298.27,86,18,2.13,BR,1712899364
199,greymouth,-42.4667,171.2,284.39,89,100,4.88,NZ,1712899366
200,rio grande,-32.035,-52.0986,293.43,62,100,6.44,BR,1712899334
201,wabrzezno,53.2799,18.9477,286.25,82,91,3.55,PL,1712899371
202,touros,-5.1989,-35.4608,299.29,88,98,2.32,BR,1712899295
203,venkatagiri,13.9667,79.5833,309.41,44,74,4.87,IN,1712899376
204,st. john's,47.5649,-52.7093,274.25,83,0,8.23,CA,1712899233
205,ulladulla,-35.35,150.4667,297.47,64,6,4.7,AU,1712899383
206,mount pearl,47.5166,-52.7813,273.79,84,0,8.23,CA,1712899386
207,utete,-7.986,38.758,297.38,95,100,0.97,TZ,1712899388
208,antananarivo,-18.9137,47.5361,293.13,100,75,2.06,MG,1712899391
209,fortuna,40.5982,-124.1573,282.96,93,100,0.0,US,1712899393
210,ghanzi,-21.5667,21.7833,288.05,60,4,3.43,BW,1712899395
211,vallenar,-28.5708,-70.7581,289.98,70,99,1.16,CL,1712899398
212,collie,-33.3667,116.15,298.67,29,0,3.42,AU,1712899400
213,twin falls,42.3505,-114.6445,287.0,40,0,6.17,US,1712899402
214,kapshagay,43.8833,77.0833,283.33,67,100,3.61,KZ,1712899404
215,montrose,38.4166,-108.2673,276.22,38,0,1.92,US,1712899258
216,kapuskasing,49.4169,-82.4331,281.2,70,100,2.57,CA,1712899307
217,coruripe,-10.1256,-36.1756,298.53,88,13,1.84,BR,1712899412
218,koubia,11.5833,-11.9,297.32,58,81,2.2,GN,1712899414
219,mount gambier,-37.8333,140.7667,288.57,58,100,3.03,AU,1712899209
220,xiva,41.3783,60.3639,289.14,37,100,7.27,UZ,1712899419
221,soio,-6.1349,12.3689,299.91,83,100,2.96,AO,1712899422
222,sitka,57.0531,-135.33,278.09,65,75,4.63,US,1712899347
223,sredneuralsk,56.9892,60.4666,282.85,68,64,6.28,RU,1712899426
224,aral,40.5156,81.2636,297.72,9,52,6.25,CN,1712899429
225,corinto,37.9407,22.9573,290.69,53,57,0.4,GR,1712899360
226,kayes,14.0,-11.0,306.61,22,68,1.64,ML,1712899434
227,susuman,62.7833,148.1667,268.14,78,38,1.79,RU,1712899436
228,borkum,53.5809,6.6915,286.45,94,100,10.02,DE,1712899438
229,shiprock,36.7855,-108.687,285.9,20,0,2.07,US,1712899441
230,badger,64.8,-147.5333,277.1,51,100,1.54,US,1712899444
231,monte alegre,-2.0078,-54.0692,297.17,94,94,1.38,BR,1712899453
232,newman,37.3138,-121.0208,294.98,76,0,3.58,US,1712899285
233,north bend,43.4065,-124.2243,284.18,87,100,3.09,US,1712899459
234,castillos,-34.1667,-53.8333,289.28,59,86,2.77,UY,1712899462
235,lilongwe,-13.9669,33.7873,293.26,94,75,3.6,MW,1712899465
236,crane,31.3974,-102.3501,292.46,22,1,6.61,US,1712899468
237,nova sintra,14.8667,-24.7167,295.54,78,8,6.48,CV,1712899471
238,tocopilla,-22.092,-70.1979,294.0,75,15,2.11,CL,1712899473
239,san pedro pochutla,15.7333,-96.4667,299.34,70,100,0.58,MX,1712899476
240,longyearbyen,78.2186,15.6401,257.06,72,40,2.57,SJ,1712899479
241,yaren,-0.5472,166.916,301.78,73,97,3.75,NR,1712899481
242,mhamid,29.82,-5.72,292.62,26,26,7.24,MA,1712899276
243,ambodifotatra,-16.9833,49.85,300.78,83,94,2.73,MG,1712899485
244,argostolion,38.1811,20.489,292.45,37,87,2.61,GR,1712899488
245,sola,-13.8833,167.55,301.77,79,46,4.86,VU,1712899490
246,rongelap,11.1635,166.8941,299.99,78,100,8.37,MH,1712899276
247,mangochi,-14.4782,35.2645,294.86,91,100,3.44,MW,1712899495
248,tura,25.5198,90.2201,308.62,19,4,2.6,IN,1712899498
249,puerto cabezas,14.0351,-83.3888,298.55,86,33,3.45,NI,1712899464
250,brak,27.5496,14.2714,291.87,21,44,4.64,LY,1712899503
251,madara,11.7798,10.4479,298.8,9,99,3.22,NG,1712899335
252,mahibadhoo,3.7833,72.9667,302.38,73,25,1.55,MV,1712899278
253,praya,14.9215,-23.5087,294.45,78,20,4.12,CV,1712899309
254,sarupathar,26.1984,93.8094,303.27,34,98,2.22,IN,1712899515
255,skovorodino,53.9833,123.9167,275.25,99,100,1.63,RU,1712899517
256,tapolca,46.8815,17.4412,285.7,79,16,2.79,HU,1712899520
257,burdell,38.158,-122.5653,290.5,75,0,1.54,US,1712899522
258,palikir - national government center,6.9248,158.1611,297.56,100,100,3.09,FM,1712899525
259,mitu,1.1983,-70.1733,295.88,98,85,1.03,CO,1712899527
260,jabat,7.75,168.9751,300.83,80,100,7.37,MH,1712899530
261,kiruna,67.8557,20.2251,268.66,93,0,1.54,SE,1712899532
262,shalkar,47.8288,59.6258,282.02,47,11,3.3,KZ,1712899534
263,strathfieldsaye,-36.8,144.3667,293.85,55,0,0.45,AU,1712899536
264,cabedelo,-6.9811,-34.8339,298.52,85,62,2.7,BR,1712899539
265,panacan,9.2463,118.4082,304.14,64,100,5.32,PH,1712899541
266,la ronge,55.1001,-105.2842,273.27,86,0,1.03,CA,1712899544
267,aykhal,66.0,111.5,256.64,74,39,3.85,RU,1712899547
268,lompoc,34.6391,-120.4579,287.6,95,100,1.54,US,1712899286
269,dzilam gonzalez,21.2833,-88.9333,294.98,71,76,2.15,MX,1712899551
270,grand-lahou,5.1367,-5.0242,298.55,85,94,0.19,CI,1712899558
271,tadine,-21.55,167.8833,297.42,74,99,3.74,NC,1712899560
272,tak bai,6.2595,102.0546,306.14,57,60,5.67,TH,1712899563
273,port-vila,-17.7338,168.3219,302.93,79,75,3.09,VU,1712899565
274,tangalle,6.024,80.7911,302.47,72,97,5.24,LK,1712899324
275,crucecita,-28.95,-58.9833,291.2,78,100,5.14,AR,1712899570
276,sangkhla buri,15.1555,98.4536,312.78,27,15,2.54,TH,1712899572
277,serowe,-22.3833,26.7167,287.21,85,88,6.17,BW,1712899574
278,mezzouna,34.5776,9.8419,285.18,87,100,7.69,TN,1712899577
279,karratha,-20.7377,116.8463,304.15,43,0,5.03,AU,1712899579
280,chui,-33.6971,-53.4616,290.67,57,60,3.42,UY,1712899581
281,sussex,41.1834,-74.6663,290.15,89,100,4.63,US,1712899584
282,benoy,8.9833,16.3199,303.53,44,100,1.28,TD,1712899588
283,bratske,47.865,31.5731,288.59,62,100,5.67,UA,1712899590
284,agneaux,49.119,-1.1061,283.38,89,100,2.08,FR,1712899593
285,ceerigaabo,10.6162,47.368,292.85,61,34,2.09,SO,1712899595
286,nizao,18.25,-70.2,299.52,84,24,6.42,DO,1712899598
287,chalons-en-champagne,48.9539,4.3672,285.19,92,81,2.09,FR,1712899600
288,jieshi,22.8134,115.8257,297.28,77,11,3.85,CN,1712899603
289,mar del plata,-38.0023,-57.5575,286.55,68,100,1.34,AR,1712899423
290,callao,-12.0667,-77.15,297.44,83,83,3.09,PE,1712899607
291,codrington,-38.2667,141.9667,288.91,57,100,4.79,AU,1712899610
292,pangody,65.85,74.4859,263.39,92,100,13.35,RU,1712899613
293,weno,7.4515,151.8468,304.12,84,100,3.09,FM,1712899615
294,tarnogskiy gorodok,60.4997,43.5761,277.3,96,100,4.7,RU,1712899617
295,klyuchi,52.2667,79.1667,274.08,39,3,1.22,RU,1712899620
296,auriflama,-20.6856,-50.5547,296.68,75,100,2.87,BR,1712899622
297,kyaukse,21.6,96.1333,309.15,34,20,1.03,MM,1712899624
298,corn island,12.1694,-83.0418,300.67,84,29,7.25,NI,1712899336
299,valle de la pascua,9.2155,-66.0073,299.31,70,3,4.69,VE,1712899629
300,las heras,-46.5419,-68.9359,281.75,35,0,2.47,AR,1712899634
301,camana,-16.6228,-72.7111,294.54,88,100,2.57,PE,1712899637
302,mejit,10.2753,170.8646,299.91,79,100,8.87,MH,1712899639
303,valozhyn,54.0909,26.5225,283.1,79,100,5.1,BY,1712899642
304,serenje,-13.2325,30.2352,290.26,98,100,4.15,ZM,1712899645
305,beroroha,-21.6667,45.1667,297.24,67,80,3.8,MG,1712899647
306,vilyuysk,63.7553,121.6247,257.59,78,65,4.02,RU,1712899650
307,mossel bay,-34.1831,22.146,283.11,71,12,2.04,ZA,1712899652
308,iranshahr,27.2025,60.6848,303.34,32,0,3.09,IR,1712899657
309,lethem,3.3803,-59.7968,301.43,61,44,6.24,GY,1712899660
310,kingston,17.997,-76.7936,301.68,81,20,5.66,JM,1712899664
311,neryungri,56.6709,124.6491,272.7,99,100,3.21,RU,1712899668
312,vadso,70.0744,29.7487,273.24,86,75,2.57,NO,1712899672
313,mahdishahr,35.7108,53.3556,281.15,54,65,3.95,IR,1712899676
314,labytnangi,66.6572,66.4183,270.58,97,100,2.51,RU,1712899679
315,villa gesell,-37.2639,-56.973,285.96,61,100,2.89,AR,1712899682
316,enewetak,11.3474,162.3373,299.89,80,74,8.78,MH,1712899685
317,lorengau,-2.0226,147.2712,301.65,77,93,1.64,PG,1712899687
318,palmas,-10.2128,-48.3603,299.08,89,20,2.06,BR,1712899592
319,guanica,17.9716,-66.908,299.85,62,0,2.74,PR,1712899692
320,saint-joseph,-21.3667,55.6167,302.36,79,91,0.74,RE,1712899696
321,vila velha,-20.3297,-40.2925,297.01,98,75,1.34,BR,1712899467
322,palembang,-2.9167,104.7458,305.2,66,40,2.06,ID,1712899690
323,mandalgovi,45.7625,106.2708,287.77,22,55,7.39,MN,1712899710
324,kristiansund,63.1115,7.732,281.51,61,0,2.06,NO,1712899712
325,revda,56.801,59.9303,283.52,74,71,6.13,RU,1712899714
326,sisimiut,66.9395,-53.6735,267.09,91,95,3.61,GL,1712899717
327,lata,40.1629,-8.3327,286.44,75,74,1.76,PT,1712899719
328,champerico,14.3,-91.9167,302.08,75,54,0.87,GT,1712899722
329,puerto aysen,-45.4,-72.7,275.63,92,5,0.58,CL,1712899727
330,altai,46.3722,96.2583,279.55,45,54,12.02,MN,1712899731
331,pula,44.8683,13.8481,290.46,59,0,5.66,HR,1712899734
332,youghal,51.95,-7.8506,283.71,100,100,5.92,IE,1712899736
333,ghat,24.9647,10.1728,291.56,38,17,5.79,LY,1712899738
334,berwick,41.0545,-76.2333,291.77,93,100,1.79,US,1712899741
335,puerto baquerizo moreno,-0.9,-89.6,298.12,88,61,3.65,EC,1712899743
336,pimentel,-6.8367,-79.9342,297.31,69,0,3.6,PE,1712899745
337,fuerte olimpo,-21.0415,-57.8738,296.76,99,100,1.58,PY,1712899748
338,aripuana,-9.1667,-60.6333,296.6,99,100,1.08,BR,1712899758
339,lazaro cardenas,17.9583,-102.2,296.64,82,7,1.14,MX,1712899770
340,boquira,-12.8231,-42.7306,296.86,80,100,1.28,BR,1712899773
341,dryden,49.7833,-92.7503,277.31,87,100,2.06,CA,1712899777
342,carnarvon,-24.8667,113.6333,299.72,49,0,4.48,AU,1712899781
343,markha,62.1053,129.7269,266.13,53,0,6.0,RU,1712899783
344,peace river,56.2501,-117.286,282.32,39,75,1.03,CA,1712899786
345,hede,33.7681,120.2517,291.68,81,85,5.63,CN,1712899790
346,rabigh,22.7986,39.0349,297.49,50,27,2.56,SA,1712899793
347,piggs peak,-25.9667,31.25,286.09,82,100,0.28,SZ,1712899796
348,saint-philippe,-21.3585,55.7679,302.92,81,88,0.43,RE,1712899799
349,port douglas,-16.4833,145.4667,300.75,64,49,5.89,AU,1712899648
350,kuraymah,18.55,31.85,299.11,13,5,7.21,SD,1712899804
351,fort mcmurray,56.7268,-111.381,280.92,42,75,4.12,CA,1712899806
352,tual,-5.6667,132.75,301.81,73,34,3.64,ID,1712899809
353,souillac,-20.5167,57.5167,302.23,83,40,4.63,MU,1712899811
354,tanout,14.9709,8.8879,301.57,8,100,4.38,NE,1712899814
355,navrongo,10.8956,-1.0921,303.87,51,93,4.44,GH,1712899817
356,san patricio,28.017,-97.5169,294.73,51,3,3.57,US,1712899820
357,eten,-6.9081,-79.8642,297.29,69,0,3.6,PE,1712899822
358,katsuura,35.1333,140.3,288.16,88,100,7.46,JP,1712899825
359,genhe,50.7833,121.5167,279.95,86,88,3.45,CN,1712899827
360,sumbe,-11.2061,13.8437,299.42,90,100,2.42,AO,1712899830
361,neiafu,-18.65,-173.9833,301.53,83,40,3.09,TO,1712899832
362,tateyama,34.9833,139.8667,289.87,77,100,5.7,JP,1712899835
363,xilin hot,43.9667,116.0333,294.2,17,35,5.83,CN,1712899837
364,arrah,25.5667,84.6667,307.09,9,52,3.67,IN,1712899839
365,abqaiq,25.9371,49.6776,301.03,28,39,4.74,SA,1712899844
366,rapid valley,44.0625,-103.1463,279.26,48,0,2.68,US,1712899846
367,barcelos,41.5388,-8.6151,293.23,73,32,2.39,PT,1712899648
